"10","7368","0",
"20","9368","1",
"30","11600","1",
"40","13589","2",
"50","14565","2",
"60","14862","3",
"70","15145","3",
"80","16754","3",
"90","18834","3",
"100","21058","3",
"110","23290","3",
"120","25522","3",
"130","27754","3",
"140","29986","3",
"150","32218","3",
"160","34450","3",
"170","36439","3",
"180","37415","3",
"190","37712","3",
"200","38125","3",
"210","39808","3",
"220","41913","3",
"230","44140","3",
"240","46372","3",
"250","48604","3",
"260","50836","3",
"270","53068","3",
"280","55300","3",
"290","57532","3",
"300","59648","3",
"310","63107","3",
"320","67186","2",
"330","70788","2",
"340","71416","2",
"350","73915","2",
"360","75486","2",
"370","75827","2",
"380","76028","2",
"390","77483","2",
"400","77493","2",
"410","77790","2",
"420","78591","2",
"430","78591","2",
"440","78688","2",
"450","78688","2",
"460","79093","2",
"470","83259","1",
"480","86294","1",
"490","86399","2",
"500","86477","2",
"510","88610","2",
"520","90061","2",
"530","90885","1",
"540","90940","1",
"550","90941","1",
"560","90946","1",
"570","90946","1",
"580","90946","2",
"590","90946","1",
"600","90946","2",
"610","91015","1",
"620","91019","2",
"630","91019","2",
"640","91765","2",
"650","94015","2",
"660","97637","2",
"670","97637","2",
"680","97776","2",
"690","100480","2",
"700","101205","2",
"710","101205","2",
"720","101205","2",
"730","101205","2",
"740","101205","2",
"750","101205","2",
"760","101495","2",
"770","101544","2",
"780","101544","2",
"790","101545","2",
"800","101546","2",
"810","101546","2",
"820","101546","2",
"830","101546","2",
"840","101546","2",
"850","101546","2",
"860","101546","2",
"870","101546","2",
"880","101546","2",
"890","101584","3",
"900","101649","3",
"910","102020","3",
"920","102979","3",
"930","104575","3",
"940","106626","3",
"950","108847","3",
"960","111079","3",
"970","113311","3",
"980","115051","3",
"990","115806","3",
"1000","115983","3",
"1010","116808","3",
"1020","118666","3",
"1030","120829","3",
"1040","123059","3",
"1050","125291","3",
"1060","127523","3",
"1070","129755","3",
"1080","131987","3",
"1090","134261","3",
"1100","136827","3",
"1110","138772","3",
"1120","139700","3",
"1130","140001","3",
"1140","141221","2",
"1150","143264","2",
"1160","145380","1",
"1170","146549","1",
"1180","146950","0",
"1190","146987","0",
"1200","147861","0",
"1210","149642","0",
"1220","151427","0",
"1230","153974","0",
"1240","155012","0",
"1250","155012","0",
"1260","155012","0",
"1270","155012","0",
"1280","155012","0",
"1290","155012","0",
"1300","155012","1",
"1310","155014","1",
"1320","155019","2",
"1330","155019","2",
"1340","155019","3",
"1350","155216","3",
"1360","156426","3",
"1370","158170","3",
"1380","160176","3",
"1390","162312","3",
"1400","164530","3",
"1410","166762","3",
"1420","168994","3",
"1430","171226","3",
"1440","173458","3",
"1450","175690","3",
"1460","177922","3",
"1470","180154","3",
"1480","182386","3",
"1490","184618","3",
"1500","186850","3",
"1510","189082","3",
"1520","191314","3",
"1530","193349","3",
"1540","194435","3",
"1550","194854","3",
"1560","194925","3",
"1570","194928","3",
"1580","194928","3",
"1590","194928","3",
"1600","194928","3",
"1610","194928","3",
"1620","194928","3",
"1630","194928","3",
"1640","194928","3",
"1650","194928","3",
"1660","194928","3",
"1670","194928","3",
"1680","194928","3",
"1690","194928","3",
"1700","194928","3",
"1710","194928","3",
"1720","194928","3",
"1730","195650","3",
"1740","197360","2",
"1750","199860","2",
"1760","202973","1",
"1770","205329","1",
"1780","206914","0",
"1790","207843","0",
"1800","208145","0",
"1810","208244","0",
"1820","208313","0",
"1830","208331","0",
"1840","208351","0",
"1850","208351","1",
"1860","208351","2",
"1870","208351","2",
"1880","208351","3",
"1890","208351","3",
"1900","208351","3",
"1910","208351","3",
"1920","208351","3",
"1930","208351","3",
"1940","208351","3",
"1950","208351","3",
"1960","208351","3",
"1970","208351","3",
"1980","208351","3",
"1990","208351","3",
"2000","208351","3",
"2010","208351","3",
"2020","208351","3",
"2030","208351","3",
"2040","208351","2",
"2050","208494","1",
"2060","209332","1",
"2070","210471","0",
"2080","211176","0",
"2090","212256","0",
"2100","214238","0",
"2110","215857","0",
"2120","216949","0",
"2130","217610","0",
"2140","217902","0",
"2150","217998","0",
"2160","218006","0",
"2170","218006","0",
"2180","218006","0",
"2190","218006","0",
"2200","218006","0",
"2210","218006","0",
"2220","218006","1",
"2230","218006","1",
"2240","218006","2",
"2250","218006","3",
"2260","218006","3",
"2270","218006","3",
"2280","218006","3",
"2290","218006","3",
"2300","218006","3",
"2310","218006","3",
"2320","218089","3",
"2330","218308","3",
"2340","218516","3",
"2350","218516","3",
"2360","218516","3",
"2370","218516","3",
"2380","218516","3",
"2390","218527","3",
"2400","218527","3",
"2410","218528","3",
"2420","218538","3",
"2430","218538","3",
"2440","218538","3",
"2450","218538","3",
"2460","218538","3",
"2470","218538","3",
"2480","218538","3",
"2490","218538","3",
"2500","218538","3",
"2510","218538","3",
"2520","218538","3",
"2530","218538","3",
"2540","218538","3",
"2550","219128","3",
"2560","220601","2",
"2570","222449","2",
"2580","223747","2",
"2590","224500","2",
"2600","226012","2",
"2610","226021","1",
"2620","227793","1",
"2630","229144","1",
"2640","229155","1",
"2650","229155","2",
"2660","229155","2",
"2670","229155","2",
"2680","229155","3",
"2690","229155","3",
"2700","229155","3",
"2710","229204","3",
"2720","229475","3",
"2730","229851","3",
"2740","230208","3",
"2750","230468","3",
"2760","230667","3",
"2770","230846","3",
"2780","231021","3",
"2790","231153","3",
"2800","231348","3",
"2810","232075","3",
"2820","233391","3",
"2830","235473","3",
"2840","238284","3",
"2850","241684","3",
"2860","245428","3",
"2870","249375","3",
"2880","253425","3",
"2890","257478","3",
"2900","260403","3",
"2910","261919","3",
"2920","262818","3",
"2930","263353","3",
"2940","263553","3",
"2950","263580","3",
"2960","263582","3",
"2970","263582","3",
"2980","263582","3",
"2990","263582","3",
"3000","263582","3",
"3010","263582","3",
"3020","263582","3",
"3030","263582","3",
"3040","263582","3",
"3050","263656","3",
"3060","264067","3",
"3070","264996","3",
"3080","266379","3",
"3090","268197","3",
"3100","270389","3",
"3110","272942","3",
"3120","275797","3",
"3130","278963","3",
"3140","282361","3",
"3150","285922","3",
"3160","289205","3",
"3170","291930","3",
"3180","292450","3",
"3190","292557","3",
"3200","292561","3",
"3210","292561","3",
"3220","292561","3",
"3230","292561","3",
"3240","292561","3",
"3250","292561","3",
"3260","292561","2",
"3270","292561","2",
"3280","292572","2",
"3290","293015","2",
"3300","293015","2",
"3310","293378","2",
"3320","293522","2",
"3330","293960","2",
"3340","294232","2",
"3350","295309","2",
"3360","295309","2",
"3370","295309","2",
"3380","296252","1",
"3390","296252","2",
"3400","296252","2",
"3410","296252","2",
"3420","296252","2",
"3430","296438","2",
"3440","298549","1",
"3450","300407","2",
"3460","301396","1",
"3470","302151","1",
"3480","303072","1",
"3490","304193","1",
"3500","305164","1",
"3510","305251","2",
"3520","305251","1",
"3530","305251","2",
"3540","305251","2",
"3550","305251","2",
"3560","305251","2",
"3570","305251","2",
"3580","305406","1",
"3590","305413","2",
"3600","305413","1",
"3610","305413","2",
"3620","305413","1",
"3630","305413","1",
"3640","305413","1",
"3650","305430","1",
"3660","305434","1",
"3670","305660","1",
"3680","305701","1",
"3690","305732","0",
"3700","305792","0",
"3710","305792","1",
"3720","305792","0",
"3730","305792","0",
"3740","305792","0",
"3750","305835","1",
"3760","305851","1",
"3770","305851","1",
"3780","305851","0",
"3790","305851","0",
"3800","306049","0",
"3810","306061","1",
"3820","306061","1",
"3830","306061","0",
"3840","306061","1",
"3850","306061","1",
"3860","306061","1",
"3870","306061","1",
"3880","306061","1",
"3890","306061","0",
"3900","306061","0",
"3910","306061","1",
"3920","306063","1",
"3930","306099","1",
"3940","306212","0",
"3950","306220","0",
"3960","306220","0",
"3970","306220","0",
"3980","306263","0",
"3990","306263","0",
"4000","306263","0",
"4010","306284","0",
"4020","306284","0",
"4030","306284","0",
"4040","306284","1",
"4050","306284","1",
"4060","306284","0",
"4070","306284","0",
"4080","306284","0",
"4090","306284","0",
"4100","306284","0",
"4110","306284","0",
"4120","306284","0",
"4130","306284","0",
"4140","306284","0",
"4150","306284","0",
"4160","306390","0",
"4170","306390","0",
"4180","306390","0",
"4190","306390","0",
"4200","306390","0",
"4210","306390","0",
"4220","306390","0",
"4230","306390","0",
"4240","306390","0",
"4250","306390","0",
"4260","306390","0",
"4270","306390","0",
"4280","306390","0",
"4290","306390","1",
"4300","306390","0",
"4310","306390","1",
"4320","306390","1",
"4330","306400","0",
"4340","306424","1",
"4350","306462","1",
"4360","306469","1",
"4370","306469","1",
"4380","306469","1",
"4390","306469","1",
"4400","306469","1",
"4410","306469","1",
"4420","306469","1",
"4430","306469","1",
"4440","306469","1",
"4450","306485","0",
"4460","306616","0",
"4470","307491","0",
"4480","307547","1",
"4490","307933","1",
"4500","307955","1",
"4510","308330","1",
"4520","308353","1",
"4530","308716","1",
"4540","308716","1",
"4550","308716","0",
"4560","308716","1",
"4570","308716","1",
"4580","308716","1",
"4590","308716","0",
"4600","308716","0",
"4610","308716","1",
"4620","308716","1",
"4630","308716","1",
"4640","308716","0",
"4650","308716","0",
"4660","308716","0",
"4670","308716","0",
"4680","308716","0",
"4690","308716","0",
"4700","308716","0",
"4710","308716","0",
"4720","308716","0",
"4730","308716","0",
"4740","308716","0",
"4750","308716","0",
"4760","308716","0",
"4770","308716","0",
"4780","308716","0",
"4790","308716","0",
"4800","308716","1",
"4810","308716","1",
"4820","308716","1",
"4830","308716","1",
"4840","308716","1",
"4850","308716","1",
"4860","308716","1",
"4870","308716","1",
"4880","308716","1",
"4890","308716","1",
"4900","308716","0",
"4910","308716","1",
"4920","308716","1",
"4930","308716","1",
"4940","308716","1",
"4950","308716","1",
"4960","308716","1",
"4970","308716","1",
"4980","308716","1",
"4990","308716","1",
"5000","308716","1",
"5010","308716","1",
"5020","308716","0",
"5030","308716","0",
"5040","308716","0",
"5050","308716","1",
"5060","308716","1",
"5070","308716","1",
"5080","308716","1",
"5090","308724","1",
"5100","308724","1",
"5110","308724","1",
"5120","308724","1",
"5130","308724","1",
"5140","308724","0",
"5150","308724","0",
"5160","308724","0",
"5170","308724","0",
"5180","308724","0",
"5190","308724","0",
"5200","308724","1",
"5210","308724","0",
"5220","308724","1",
"5230","308724","1",
"5240","308724","1",
"5250","308724","1",
"5260","308724","1",
"5270","308724","1",
"5280","308724","1",
"5290","308724","1",
"5300","308724","1",
"5310","308724","0",
"5320","308724","0",
"5330","308724","1",
"5340","308724","1",
"5350","308724","1",
"5360","308724","1",
"5370","308724","1",
"5380","308724","1",
"5390","308724","1",
"5400","308724","1",
"5410","308724","1",
"5420","308724","0",
"5430","308724","1",
"5440","308724","1",
"5450","308724","1",
"5460","308724","0",
"5470","308724","1",
"5480","308724","1",
"5490","308724","1",
"5500","308724","1",
"5510","308724","1",
"5520","308724","0",
"5530","308724","0",
"5540","308724","0",
"5550","308724","0",
"5560","308724","1",
"5570","308724","1",
"5580","308724","1",
"5590","308724","0",
"5600","308724","0",
"5610","308724","0",
"5620","308724","0",
"5630","308724","0",
"5640","308724","0",
"5650","308724","0",
"5660","308766","1",
"5670","308786","1",
"5680","308786","1",
"5690","308820","1",
"5700","308820","1",
"5710","308820","1",
"5720","308820","1",
"5730","308820","1",
"5740","308820","1",
"5750","308820","1",
"5760","308820","1",
"5770","308820","1",
"5780","308820","1",
"5790","308820","1",
"5800","308820","1",
"5810","308820","1",
"5820","308820","1",
"5830","308820","1",
"5840","308820","2",
"5850","308820","1",
"5860","308820","1",
"5870","308820","1",
"5880","308820","1",
"5890","308820","1",
"5900","308820","1",
"5910","308820","1",
"5920","308820","1",
"5930","308820","1",
"5940","308822","1",
"5950","308822","1",
"5960","308822","1",
"5970","308822","1",
"5980","308822","1",
"5990","308822","1",
"6000","308822","1",
"6010","308822","1",
"6020","308822","1",
"6030","308822","1",
"6040","308822","2",
"6050","308822","2",
"6060","308822","2",
"6070","308822","2",
"6080","308822","2",
"6090","308847","2",
"6100","308859","2",
"6110","308928","2",
"6120","308928","2",
"6130","308928","2",
"6140","308928","3",
"6150","308928","3",
"6160","308928","2",
"6170","308936","2",
"6180","308936","2",
"6190","308936","2",
"6200","308936","2",
"6210","309077","2",
"6220","309077","2",
"6230","309077","2",
"6240","309077","2",
"6250","309077","2",
"6260","309077","2",
"6270","309077","2",
"6280","309077","3",
"6290","309077","3",
"6300","309077","3",
"6310","309077","3",
"6320","309077","3",
"6330","309077","3",
"6340","309077","3",
"6350","309077","2",
"6360","309077","2",
"6370","309077","2",
"6380","309077","2",
"6390","309077","2",
"6400","309077","2",
"6410","309077","2",
"6420","309077","2",
"6430","309077","2",
"6440","309077","2",
"6450","309077","2",
"6460","309077","2",
"6470","309077","2",
"6480","309077","2",
"6490","309077","2",
"6500","309077","3",
"6510","309077","3",
"6520","309077","2",
"6530","309077","2",
"6540","309077","3",
"6550","309077","2",
"6560","309077","2",
"6570","309077","2",
"6580","309077","2",
"6590","309077","2",
"6600","309077","2",
"6610","309077","2",
"6620","309077","2",
"6630","309077","2",
"6640","309077","2",
"6650","309077","2",
"6660","309077","2",
"6670","309077","2",
"6680","309077","2",
"6690","309077","2",
"6700","309077","2",
"6710","309077","2",
"6720","309077","2",
"6730","309077","2",
"6740","309077","2",
"6750","309077","2",
"6760","309077","2",
"6770","309077","2",
"6780","309077","2",
"6790","309077","2",
"6800","309077","2",
"6810","309077","2",
"6820","309077","2",
"6830","309077","2",
"6840","309077","2",
"6850","309077","2",
"6860","309077","3",
"6870","309077","3",
"6880","309077","3",
"6890","309077","3",
"6900","309077","3",
"6910","309077","3",
"6920","309077","3",
"6930","309077","3",
"6940","309077","3",
"6950","309077","3",
"6960","309077","3",
"6970","309077","3",
"6980","309077","3",
"6990","309077","3",
"7000","309077","3",
"7010","309077","3",
"7020","309077","3",
"7030","309077","3",
"7040","309077","3",
"7050","309077","3",
"7060","309077","3",
"7070","309077","3",
"7080","309077","3",
"7090","309077","3",
"7100","309077","3",
"7110","309077","3",
"7120","309077","3",
"7130","309077","3",
"7140","309077","3",
"7150","309077","3",
"7160","309077","2",
"7170","309077","2",
"7180","309077","1",
"7190","309077","0",
"7200","309077","0",
"7210","309077","0",
"7220","309077","0",
"7230","309077","0",
"7240","309094","0",
"7250","310345","0",
"7260","312355","0",
"7270","314413","0",
"7280","316471","0",
"7290","318529","0",
"7300","320587","0",
"7310","322645","0",
"7320","324703","0",
"7330","325121","0",
"7340","325121","0",
"7350","325121","0",
"7360","325121","0",
"7370","325121","0",
"7380","325121","0",
"7390","325121","0",
"7400","325121","0",
"7410","325121","0",
"7420","325121","0",
"7430","325121","0",
"7440","325121","0",
"7450","325121","0",
"7460","325121","1",
"7470","325121","1",
"7480","325121","2",
"7490","325121","3",
"7500","325121","3",
"7510","325121","3",
"7520","325121","3",
"7530","325121","3",
"7540","325121","3",
"7550","325121","3",
"7560","325121","3",
"7570","325121","3",
"7580","325121","2",
"7590","325121","2",
"7600","325121","1",
"7610","325121","1",
"7620","325121","0",
"7630","325121","0",
"7640","325121","0",
"7650","325121","0",
"7660","325121","0",
"7670","325121","0",
"7680","325714","0",
"7690","326388","1",
"7700","327193","1",
"7710","327977","0",
"7720","328122","0",
"7730","328122","0",
"7740","328122","1",
"7750","328122","0",
"7760","328122","0",
"7770","328122","1",
"7780","328122","1",
"7790","328154","1",
"7800","328241","1",
"7810","328988","1",
"7820","329016","1",
"7830","329231","1",
"7840","329233","1",
"7850","329924","1",
"7860","329926","1",
"7870","329926","1",
"7880","329926","1",
"7890","329926","1",
"7900","329926","1",
"7910","329926","1",
"7920","329926","1",
"7930","329948","1",
"7940","329948","1",
"7950","330078","1",
"7960","330180","1",
"7970","330180","1",
"7980","330180","1",
"7990","330180","1",
"8000","330180","1",
"8010","330180","1",
"8020","330180","1",
"8030","330180","1",
"8040","330180","1",
"8050","330180","1",
"8060","330180","1",
"8070","331477","1",
"8080","331669","1",
"8090","331669","1",
"8100","331669","1",
"8110","331669","1",
"8120","331730","1",
"8130","333481","1",
"8140","333668","1",
"8150","333668","1",
"8160","333668","1",
"8170","333668","1",
"8180","333668","1",
"8190","333668","1",
"8200","333668","1",
"8210","333668","0",
"8220","333698","0",
"8230","334121","1",
"8240","334792","1",
"8250","335407","2",
"8260","336491","2",
"8270","336767","2",
"8280","336848","2",
"8290","336848","2",
"8300","336869","3",
"8310","336934","3",
"8320","336934","2",
"8330","336934","2",
"8340","336934","1",
"8350","336934","1",
"8360","336934","2",
"8370","336934","1",
